Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,72.5999984741211,73.5,72.30000305175781,72.5999984741211,67.20018005371094,1452130
2020-01-03,72.5999984741211,73.4000015258789,71.4000015258789,71.4000015258789,66.08943176269531,2415430
2020-01-06,71.5,71.5999984741211,71.0,71.0999984741211,65.8117446899414,1085821
2020-01-07,71.19999694824219,71.5,70.0,70.30000305175781,65.07125091552734,2442150
2020-01-08,70.30000305175781,70.30000305175781,67.80000305175781,68.0,62.94231414794922,3854680
2020-01-09,68.4000015258789,69.80000305175781,68.4000015258789,68.5,63.40513610839844,2724204
2020-01-10,70.0,70.69999694824219,69.4000015258789,70.0999984741211,64.88612365722656,5123766
2020-01-13,76.0,76.0,72.5,72.5,67.10762023925781,10154731
2020-01-14,72.5,73.19999694824219,72.0,72.30000305175781,66.92250061035156,2943739
2020-01-15,72.5,72.5,71.30000305175781,71.30000305175781,65.99687194824219,1702631
2020-01-16,71.30000305175781,72.80000305175781,71.30000305175781,72.5999984741211,67.20018005371094,1789487
2020-01-17,72.69999694824219,72.9000015258789,71.5999984741211,71.80000305175781,66.45968627929688,1130499
2020-01-20,71.9000015258789,72.5999984741211,71.80000305175781,71.80000305175781,66.45968627929688,1084650
2020-01-30,68.5,70.5,66.69999694824219,66.9000015258789,61.92414093017578,3906800
2020-01-31,67.9000015258789,68.80000305175781,67.0999984741211,68.5999984741211,63.49769592285156,2153801
2020-02-03,66.5,66.9000015258789,63.0,66.9000015258789,61.92414093017578,2216207
2020-02-04,72.5,72.69999694824219,67.80000305175781,67.80000305175781,62.757198333740234,1363185
2020-02-05,68.0,69.30000305175781,67.9000015258789,68.0999984741211,63.034873962402344,1793700
2020-02-06,68.80000305175781,70.0,68.69999694824219,68.9000015258789,63.7753791809082,2529834
2020-02-07,68.4000015258789,68.5,67.4000015258789,67.4000015258789,62.38694381713867,1589250
2020-02-10,66.5,67.80000305175781,66.0,67.80000305175781,62.757198333740234,1293200
2020-02-11,68.5999984741211,69.5,68.5,68.5,63.40513610839844,2196300
2020-02-12,69.0,69.4000015258789,68.69999694824219,68.69999694824219,63.590248107910156,1373413
2020-02-13,68.9000015258789,69.69999694824219,68.69999694824219,68.69999694824219,63.590248107910156,1398101
2020-02-14,69.0999984741211,69.69999694824219,68.80000305175781,69.5,64.33074951171875,1617827
2020-02-17,69.5999984741211,72.5999984741211,69.5999984741211,72.30000305175781,66.92250061035156,4824918
2020-02-18,72.30000305175781,73.4000015258789,71.80000305175781,71.80000305175781,66.45968627929688,3124576
2020-02-19,72.9000015258789,73.30000305175781,71.9000015258789,72.30000305175781,66.92250061035156,2724566
2020-02-20,72.69999694824219,72.80000305175781,72.0,72.5999984741211,67.20018005371094,1390357
2020-02-21,73.0,73.30000305175781,72.5,73.0999984741211,67.6629867553711,2423745
2020-02-24,73.5,73.69999694824219,72.5999984741211,73.19999694824219,67.75555419921875,2440544
2020-02-25,72.69999694824219,73.5999984741211,72.19999694824219,73.4000015258789,67.940673828125,2637612
2020-02-26,72.9000015258789,77.5,72.80000305175781,77.0,71.2729263305664,14537071
2020-02-27,78.4000015258789,79.5999984741211,73.0,73.5999984741211,68.12580108642578,16137065
2020-03-02,74.0,79.0999984741211,72.9000015258789,79.0,73.12416076660156,14262330
2020-03-03,80.19999694824219,80.69999694824219,77.30000305175781,78.0999984741211,72.29109954833984,9747731
2020-03-04,79.0,79.0,75.9000015258789,75.9000015258789,70.2547378540039,4973935
2020-03-05,76.9000015258789,78.4000015258789,75.9000015258789,77.5,71.73572540283203,4582833
2020-03-06,78.30000305175781,79.80000305175781,77.5999984741211,78.69999694824219,72.84647369384766,10698513
2020-03-09,79.5,81.4000015258789,78.0999984741211,78.5999984741211,72.75391387939453,16167628
2020-03-10,79.5,83.30000305175781,78.19999694824219,83.30000305175781,77.1043472290039,13738391
2020-03-11,83.30000305175781,84.80000305175781,81.5,83.0,76.82665252685547,16200204
2020-03-12,83.5,83.5,78.30000305175781,81.0,74.97541046142578,13464218
2020-03-13,76.0,85.0,76.0,84.4000015258789,78.12252807617188,30593011
2020-03-16,85.5,87.69999694824219,83.5999984741211,83.5999984741211,77.38202667236328,22599304
2020-03-17,84.80000305175781,85.80000305175781,78.0,78.5999984741211,72.75391387939453,23843397
2020-03-18,81.0,81.80000305175781,78.5,79.5,73.58698272705078,10816881
2020-03-19,79.5,80.30000305175781,71.5999984741211,71.5999984741211,66.2745590209961,17601435
2020-03-20,74.0,77.30000305175781,72.19999694824219,73.0,67.57042694091797,14473674
2020-03-23,70.9000015258789,73.0,68.0,72.5,67.10762023925781,6713869
2020-03-24,74.80000305175781,75.80000305175781,73.69999694824219,74.5999984741211,69.05142974853516,5353908
2020-03-25,76.80000305175781,77.5999984741211,75.19999694824219,75.30000305175781,69.6993637084961,6277015
2020-03-26,77.0999984741211,77.30000305175781,75.0,75.80000305175781,70.16217803955078,5126803
2020-03-27,76.5,77.30000305175781,75.19999694824219,75.5999984741211,69.97705078125,5680468
2020-03-30,75.0,75.69999694824219,73.80000305175781,74.0999984741211,68.58861541748047,3646016
2020-03-31,74.5999984741211,77.69999694824219,74.4000015258789,77.69999694824219,71.92085266113281,8492189
2020-04-01,77.69999694824219,79.19999694824219,77.0,78.9000015258789,73.03160095214844,7059841
2020-04-06,80.0,81.80000305175781,78.5999984741211,81.80000305175781,75.7159194946289,7368162
2020-04-07,82.5999984741211,84.69999694824219,82.0,83.0,76.82665252685547,7439069
2020-04-08,83.30000305175781,84.5,82.19999694824219,84.30000305175781,78.02996063232422,4378072
2020-04-09,85.19999694824219,85.19999694824219,81.0999984741211,81.30000305175781,75.25309753417969,5565290
2020-04-10,81.5,84.5,81.4000015258789,84.5,78.215087890625,6780256
2020-04-13,84.4000015258789,85.80000305175781,81.5999984741211,82.0,75.90103912353516,7379685
2020-04-14,82.80000305175781,83.19999694824219,81.80000305175781,82.19999694824219,76.08615112304688,2877650
2020-04-15,83.0,83.0999984741211,81.80000305175781,82.80000305175781,76.64152526855469,3151883
2020-04-16,82.69999694824219,84.30000305175781,81.9000015258789,83.69999694824219,77.4745864868164,3210502
2020-04-17,84.5,84.69999694824219,81.80000305175781,81.80000305175781,75.7159194946289,4606306
2020-04-20,81.80000305175781,82.5,80.0,81.9000015258789,75.8084716796875,3127761
2020-04-21,81.9000015258789,84.0999984741211,80.5,80.9000015258789,74.88285064697266,4523461
2020-04-22,80.4000015258789,81.5999984741211,79.5999984741211,81.5,75.43822479248047,2242542
2020-04-23,82.0,82.4000015258789,80.0,80.5,74.5125961303711,3288600
2020-04-24,80.0,80.69999694824219,78.5,78.5999984741211,72.75391387939453,3652089
2020-04-27,79.0,80.0,78.5999984741211,80.0,74.04978942871094,2484902
2020-04-28,80.5,82.5,80.0999984741211,82.5,76.36383819580078,4199043
2020-04-29,82.69999694824219,83.0999984741211,81.5,81.80000305175781,75.7159194946289,2415819
2020-04-30,82.69999694824219,84.19999694824219,81.9000015258789,83.80000305175781,77.5671615600586,5273109
2020-05-04,83.5,85.4000015258789,82.9000015258789,83.0,76.82665252685547,6798233
2020-05-05,84.0,91.30000305175781,83.5999984741211,91.30000305175781,84.50932312011719,29077816
2020-05-06,93.0,94.80000305175781,88.5,88.5,81.9175796508789,26221533
2020-05-07,89.4000015258789,90.69999694824219,87.5999984741211,90.0,83.3060073852539,8175857
2020-05-08,91.0,91.0999984741211,89.0999984741211,89.5999984741211,82.93576049804688,4751205
2020-05-11,90.0,90.0999984741211,87.9000015258789,88.0999984741211,81.54731750488281,5174342
2020-05-12,88.5,90.4000015258789,87.0,87.4000015258789,80.8993911743164,6086736
2020-05-13,87.4000015258789,88.69999694824219,85.69999694824219,85.9000015258789,79.51095581054688,6492279
2020-05-14,85.30000305175781,88.30000305175781,84.0999984741211,84.19999694824219,77.93739318847656,8691511
2020-05-15,85.5,86.19999694824219,81.0999984741211,83.19999694824219,77.01177978515625,6110860
2020-05-18,84.0,87.9000015258789,83.5,87.69999694824219,81.17707824707031,7602727
2020-05-19,89.19999694824219,89.5,86.0,86.5,80.06632995605469,7526030
2020-05-20,87.5999984741211,88.0,84.5999984741211,84.5999984741211,78.30764770507812,6601850
2020-05-21,85.30000305175781,86.4000015258789,84.5999984741211,85.5999984741211,79.2332763671875,3204832
2020-05-22,85.4000015258789,87.19999694824219,84.30000305175781,84.30000305175781,78.02996063232422,3920600
2020-05-25,84.80000305175781,86.5,83.0999984741211,86.5,80.06632995605469,3271669
2020-05-26,87.0,87.80000305175781,85.69999694824219,86.4000015258789,79.9737777709961,3750343
2020-05-27,87.5,88.5,86.0999984741211,87.5,80.99195098876953,6351259
2020-05-28,87.9000015258789,93.80000305175781,87.5,91.80000305175781,84.97213745117188,24477280
2020-05-29,94.0,95.0,89.30000305175781,89.5,82.84320068359375,18694664
